Subject,Having_IP,Having_At_Symbol,Prefix_Suffix,URL_Length_Long,HTTPS_Token_in_URL,Suspicious_TLD,Shortening_Service,Contains_Password_Field,Domain_Old(>12mo),Alexa_Popular,label
Doctor Approved And Recommended.,0,0,0,0,0,0,0,0,1,0,0
"Produce Stronger, Rock Hard Erections. ",0,0,0,0,0,0,0,0,1,1,0
Qualitative replica watches for most exacting people   ,0,0,1,0,0,0,0,0,1,1,0
[Python-Dev] No __bases__ in dir(),0,0,0,1,0,0,1,0,1,1,1
From Andy Curran,0,0,0,0,0,0,0,0,1,1,0
Want to make love everywhere? Ask us how. B,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10 - Action needed,1,0,0,0,0,0,0,0,0,1,1
"Make the Impossible, Possible. Enlarge your Penis by 3"" in Weeks!",0,0,0,1,0,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,1,0,0,0,0,0,1,1,1
Reach so needed measurement,0,0,0,0,0,0,0,0,0,1,0
Re: priority and order of execution of rules ,0,0,0,0,0,1,0,1,1,1,1
Don't be left behind - enlarge yourself now! fkzr sxomam pjz,0,0,1,0,0,0,1,0,1,1,1
Re: HABEAS_ACCREDITED_COI,0,0,0,0,0,0,1,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re: [ILUG] Broadband in Dublin,0,1,0,0,0,1,0,1,1,1,1
Re: [opensuse] Intel 3945 Wireless Problem opensuse 10.3 - RESOLVED!,1,0,1,1,0,1,0,0,1,1,1
Re: [UAI] Is it a paradox?,0,0,0,1,0,1,0,0,1,1,1
RE: Out of office - Vacation message,0,0,0,0,0,0,0,0,1,1,0
Replica Classics trendy replica watches for you   ,0,1,0,0,0,0,0,1,1,1,1
Ikaroo Tools CSV files,0,0,0,0,0,0,0,0,1,1,0
Direct message from SpamExperts via web,0,0,0,0,1,0,0,0,1,1,1
Re: [doap-interest] New DOAP repository: doapspace.org - Action needed,0,1,1,1,0,0,0,1,1,1,1
Your effort will be rewarded,0,0,0,0,0,1,0,0,1,1,0
Hurricane Bertha strengthens into Category 3 storm in Atlantic,0,0,0,0,0,0,0,1,1,1,0
Re: The code.google.com/robots.txt blocks other search engines. - Important,0,1,0,0,1,0,0,0,1,1,1
RE: [opensuse] screen lock,1,1,1,0,0,0,0,0,1,1,1
Will programme-makers face justice over premium-rate phone votes?,0,0,0,0,0,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,1,1,1,1,0,0,1,1,1
Startling Brietling watches at Replica Classics   ,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Virtualbox USB Support,0,0,0,0,0,0,0,0,1,1,0
With Vacheron Constantin replica watch time becomes ...   ,0,0,0,0,1,0,0,0,1,1,1
Order  cheap medications in Canada and save money.  ,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] u'text' as an alias for 'text'?,0,1,0,0,0,0,0,0,1,1,1
Re: [opensuse] how can be formated a external USB hard disk in konsole? - Urgent,1,1,1,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[Python-Dev] Fwd:  2.6 and 3.0 project management,0,0,0,0,0,0,0,0,1,1,0
You can do all with it,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,1,0,0,0,0,0,1,1,0
The most exact watch imitations online ,0,1,0,0,0,0,1,0,1,1,1
"Replica watches, bags, pens - Action needed",0,0,0,1,0,0,0,1,1,1,1
[Dixielandjazz] Songwriter,0,0,1,0,0,0,0,0,1,1,0
stitch opossum permalloy mervin styli,0,0,0,0,1,0,0,0,1,1,1
[Python-3000] 3.0 alpha builds break on FreeBSD.,1,0,1,1,0,0,0,0,1,1,1
Keep it up fast and simply.,0,0,0,0,0,1,0,0,1,1,0
Don?t leave her dissatisfied - Urgent,0,0,0,1,1,0,0,0,1,1,1
You can find here all medicines what you want - Important,0,0,0,0,0,0,0,0,1,1,0
TakeALookHealthNewOffer,1,1,1,0,0,1,1,0,1,1,1
Bayes: What am I missing,1,1,0,0,0,1,0,0,1,0,1
Haute couture watch brands copied,0,0,0,0,0,0,0,0,1,1,0
Be admired for your true male merits,0,1,0,0,0,0,0,0,1,1,1
Send him male enhancing products,0,0,1,1,0,1,0,1,1,1,1
CNN.com Daily Top 10,0,1,0,0,1,1,0,0,0,0,1
Re: Bayes - Balance of spam,0,0,0,0,0,0,0,0,1,1,0
Best replica watches from Omega at Replica Classics   ,0,0,0,0,0,0,0,0,1,1,0
[UAI] announcement: 2006 KDD Cup - Important,1,0,0,1,0,0,0,1,1,1,1
RE: [opensuse] Upgrade 10.2 to 10.3 failure,0,0,0,0,0,0,0,0,1,1,0
From August Cobb,0,1,1,0,0,0,0,0,1,1,1
Don't be left behind - enlarge yourself now! vau xj rredz,0,0,0,0,0,0,0,1,1,1,0
Re: [opensuse] Syncing Blackberry on Linux,0,1,0,0,0,0,0,0,1,1,0
Ranking And Reviews Of The Top 5 Penis Enlargement Products!,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Unstable system - who is the culprit?,1,1,1,1,0,0,1,0,1,1,1
G-spot location techniques for men - Urgent,0,0,0,0,0,0,0,1,1,0,1
Re: [Python-Dev] Documentation reorganization,0,0,1,0,1,0,1,0,1,1,1
Re: [perl #47181] Try OO semantics before throwing fatal error,1,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Purchase medications with CanadianPharmacy and enjoy our low prices.,0,0,0,0,0,0,0,0,1,1,0
[UAI] CFP:  GECCO 2005 Undergraduate Workshop,1,0,0,1,1,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,1,0,0,0,0,0,1,1
Most reliable replica from Patek Philippe watch here   ,1,0,0,0,0,1,0,0,1,1,1
RE: Postfix fails to stop on server reboot,1,1,0,0,0,1,0,0,1,1,1
Re: [Python-Dev] Code freeze?,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Re: [SM-USERS] Default Citation - Please verify,0,0,1,1,0,0,0,1,1,1,1
[ILUG] Zebra & Quagga,0,0,0,0,0,0,0,0,1,1,0
Huge love weapon is never too much,0,0,0,0,0,0,0,0,1,1,0
buy now 50mg x 30 pills $89.95,0,0,1,0,0,0,0,0,1,1,0
Show her your real size,0,0,1,1,1,1,0,0,1,1,1
Re: BBC(Bleadperl Breaks CPAN) Today: PerlPoint::Parser (0.451),0,0,1,0,0,1,0,1,1,1,1
Visit and enjoy !,0,0,0,0,0,0,0,0,1,1,0
Re: [ie-rant] Pc troubles aside - could someone remix this please?? - Urgent,1,0,1,1,0,0,0,0,1,1,1
"replica Watches! rolex, patek philippe, vacheron ... ",0,0,1,0,0,0,0,0,1,1,0
Fast Shipping WorldWide. ,1,0,0,0,0,0,1,0,1,1,1
[Bug 5769] [review] sa-compile: eval failed: Can't find label NO,0,0,0,1,1,0,1,0,1,1,1
"Re: [python-win32] Is Mark Hammond going to produce a new Python	Programming on Win32 book?",0,0,0,0,0,0,0,0,1,1,0
All men's health stuff,0,0,0,0,0,0,0,0,1,1,0
[UAI] FoIKS'08 - Deadline extended,0,0,1,1,1,0,0,0,1,1,1
*3 FREE Bottles Of VPXL !! ,0,0,1,0,1,1,0,0,1,1,1
Internet Explorer 7,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,1,0,1,0,1,0,0,0,1,1,1
few problems with domain,0,0,0,0,0,0,0,0,1,1,0
"Find the best replica rolex, Jewelry etc.  - Urgent",0,0,0,0,0,0,0,0,1,1,0
How To Enlarge Penis Size,0,0,0,0,0,0,0,0,1,1,0
Karma sutra techniques for G-spots,0,1,0,1,0,0,0,0,1,1,1
"Wekalist Digest, Vol 60, Issue 28",0,0,0,0,0,0,0,0,1,1,0
Google Open Social is live at http://code.google.com/apis/opensocial,1,1,0,1,0,0,0,1,1,1,1
Re: [opensuse] Virtualbox USB Support,0,0,0,1,1,0,1,1,0,1,1
debt collector,0,0,0,0,0,0,1,0,1,1,1
"Re: Clearly bogus false positives -- on ""abuse"" contact point, no	less",0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Importing a CSV file into Kaddressbook - Action needed,0,0,0,1,0,0,1,0,1,1,1
CNN Alerts: My Custom Alert,0,0,1,1,0,1,0,0,1,1,1
Re: [opensuse]  Re: mounting usb pendriver - openSUSE10.3 / vmware - dmesg doesn't show /dev/<what> - Important,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,1,0,0,1,0,0,1,1,1
CNN.com Daily Top 10,0,1,1,0,1,0,0,0,1,1,1
[SM-USERS] strange problem with SM - Urgent,1,1,1,1,1,1,0,0,1,1,1
Sandy is now following you on Twitter!,0,0,0,0,0,0,0,0,1,1,0
From Dianne Lord,1,0,0,0,0,1,0,0,1,1,1
Our target is your happy life dajsl c nzzarf,0,0,0,1,0,0,0,0,1,1,1
Enormous gain in length,1,0,1,0,0,1,0,1,1,0,1
Receive Your PMI Membership with Your Certificate in Applied Project Management,0,0,0,0,0,0,0,0,1,1,0
Low Prices On Enlargement.,1,0,0,0,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
"Re: [Python-Dev] annoying dictionary problem, non-existing keys",0,0,0,0,0,0,0,0,1,1,0
Enjoy gambling in the most reliable online casino!,0,0,0,0,0,0,1,0,1,1,1
Re: [Python-3000] The case for unbound methods? - Action needed,0,1,0,0,0,1,0,0,1,1,1
 ""shortening"" (in which ,1,0,0,0,1,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] r62342 - python/branches/py3k/Objects/bytesobject.c,0,0,0,0,0,0,0,0,1,1,0
Re: Restricting internal distribution list: warning: unknown smtpd restriction: "insiders_only",0,1,0,0,0,0,0,0,1,1,0
"Re: [Python-Dev] Remove ""current"" Windows executables	from	Lib/distutils/command in svn?",0,0,0,1,0,0,0,0,1,1,0
Make women crave for it!,0,0,0,1,0,0,0,0,1,1,1
[UAI] Senior Lectureship in Dubai (with Edinburgh affiliation),0,0,1,1,0,0,0,0,1,1,1
Direct message from SpamExperts via web,0,0,0,0,0,0,0,0,1,1,0
Your receipt #5833521311,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] lambda,0,0,0,0,0,0,0,0,1,1,0
Re:,0,0,0,0,0,0,0,0,1,1,0
I am on-line to help you with all your questions!,0,0,1,1,0,0,0,0,0,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Best replica watches from Omega at Replica Classics   ,1,0,0,0,1,0,0,1,1,1,1
123,0,0,1,0,0,0,1,1,1,1,1
Re: [python-win32] exception while opening excel file,0,1,0,0,0,0,0,0,1,1,0
Really huge after just 2 months,1,0,1,0,0,0,0,0,1,1,1
phenol papoose steeve laden papoose,1,1,0,0,1,0,0,0,1,0,1
[UAI] CFC: Systems Self-Assembly: Multidisciplinary Snapshots,0,0,0,0,0,0,0,0,1,1,0
Re: sa-learn --ham ground rules,0,0,0,1,1,1,0,0,1,1,1
[massey-all] Massey defining presentations now on video.htm,0,0,0,0,0,0,0,0,1,1,0
From Laurie Delgado,1,0,1,0,0,0,1,0,1,1,1
Re: [opensuse] Harmful SuSE patch is preventing CrossOver from installing - Action needed,1,0,1,0,0,0,1,0,1,1,1
Befriend Jenna Jameson,1,0,0,1,1,0,1,0,1,1,1
Most reliable replica from Patek Philippe watch here   ,0,0,0,0,0,1,0,0,1,1,0
message: Dating site,0,0,0,0,0,0,0,0,1,1,0
Time for good xxxlife has come.,0,0,0,0,1,1,0,0,1,1,1
[clamav-virusdb] Update (daily: 5742),0,1,0,1,0,0,0,0,1,1,1
Get tips to boost your love life. oL,0,0,0,0,0,0,0,0,1,1,1
Male Enhancement Reviews,0,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,1,1,0,1,1,1,1,1,1,1
RE: Recipient Verification,0,0,0,0,0,0,1,1,1,1,1
Get multiple orgasms by increasing  your sperm volume.,0,0,0,0,0,0,0,0,1,1,0
Re: [PATCH] faster Unicode.xs decode_xs,0,0,0,0,1,1,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,1,0,1,1,1,0
Re: [opensuse] Extensive disk i/o at startup (10.3)(rephrased posting),1,0,1,1,0,0,0,0,1,1,1
Re: access table and unverified hostnames,0,0,0,0,0,0,0,0,1,1,0
How To Enlarge Penis Size,0,0,0,0,0,0,0,0,1,1,0
VisaAcceptedWelcomeWorldwideShipping,0,0,1,0,1,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,1
candace waterway lignum network complainant,1,0,0,1,0,0,0,0,1,1,1
Re: run-time library vs. compile-time header version mismatch,0,0,0,0,0,0,0,0,1,1,0
Extend your possibilities in your private life lcjokt cutb yqx,0,0,0,0,0,0,0,0,1,1,0
Exclusive Medicinal Alternatives - Urgent,0,0,0,1,0,0,1,0,1,1,1
Re: [Python-Dev] signal.alarm(3) in trunk test_socketserver.py,1,0,1,0,1,0,0,1,1,1,1
CNN.com Daily Top 10,1,0,0,0,0,0,1,0,1,1,1
0ver 3OO $tyles of Replica //atches,0,0,1,1,0,0,0,0,1,1,1
Won't forget last night,0,1,0,0,1,0,1,0,1,1,1
Re: [Python-Dev] Python source code on Bazaar vcs - Action needed,0,1,1,0,0,0,0,0,1,1,1
Re: [opensuse] Desperate Situation,1,0,0,0,0,1,0,1,1,1,1
[UAI] 3rd SIPTA School on Imprecise Probabilities: 1st announcement,0,0,0,1,0,0,0,0,1,1,1
Re: [Python-3000] Strategy for porting to 3.0?,0,0,1,0,1,1,1,0,1,1,1
Re: Smoke [5.10.0] 32308 FAIL(F) openbsd 4.1 (i386/1 cpu),0,0,0,0,0,0,0,0,1,1,0
[python-win32] win32all for win2008?,0,0,0,0,0,0,0,0,1,1,1
Re: SA database?,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Equality of range objects,0,0,1,0,0,0,0,0,1,1,0
For:9667ba2762be2abb9757e872702aae05 Britney and Paris having fun together. Watch.,0,0,0,0,0,1,0,0,1,1,1
[domainkeys-interop] Re: Dk php implementation help!,0,0,0,0,0,0,0,0,1,1,0
Male Enhancement,0,0,0,0,0,0,0,0,1,1,0
"replica Watches! rolex, patek philippe, vacheron ...   ",0,1,1,1,1,0,0,0,1,1,1
[UAI] Preliminary Call For Papers - SIAM DM 2006,0,0,0,1,0,0,1,0,1,1,1
Mego arin offer,1,0,0,0,0,0,1,0,1,1,1
Account Reactivation.,0,0,0,0,0,1,0,1,1,1,1
CNN.com Daily Top 10,0,1,1,0,1,0,0,0,1,1,1
Just Read What Our Satisfied Customers Say,1,0,0,0,0,0,0,0,1,1,0
she can never find someone like you.,0,0,1,0,0,0,0,0,1,1,0
How To Enlarge Penis Size,1,0,1,1,1,0,0,0,1,1,1
Re:,1,0,0,1,1,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,1,1,1,1,1,1
1 new message in 1 topic - abridged,0,0,0,0,0,0,0,0,1,1,0
Best Weight Loss,0,0,0,1,0,0,0,0,1,1,0
Re: [perl #46579] docpatch for C<last>,0,1,0,0,0,0,0,0,0,1,1
Regards,0,0,0,0,0,1,0,0,0,1,1
Emerging Technologies Wednesday Update (03/05/2008),0,0,1,0,0,0,0,1,1,1,1
[Bug 5833] update ECCN status of SpamAssassin,0,1,0,0,0,0,0,1,1,1,1
Re: "Nice girl like to chat" spam,0,0,0,1,0,0,0,0,1,1,0
[Python-Dev] Summary of Tracker Issues,0,0,0,1,0,0,0,0,1,1,1
[PATCH - revised] Re: [PATCH] Re: [perl #46011] [RESOLVED] overload "0+" doesn't handle integer results,0,0,0,0,1,1,0,1,1,1,1
[UAI] SMPS 2006 - Call for Papers,0,0,1,1,1,1,0,1,1,1,1
Take it to the seventh heaven of perfect intimate life,0,0,1,0,1,0,0,0,1,1,1
U.K. student records to sit in accessible database | CNET News.com Alert ,0,0,0,0,0,0,0,0,1,1,0
Direct message from SpamExperts via web,0,0,0,0,0,0,0,0,1,1,0
Is proved to be effective !,0,0,1,0,0,1,0,0,1,1,1
JBoss Newsletter | February 2008 | JBoss World/Orlando Edition,0,0,0,0,0,0,0,0,1,1,0
[Bug 5769] [review] sa-compile: eval failed: Can't find label NO,0,0,1,0,1,1,1,0,1,1,1
Latest news from your doctor. PT,1,0,0,1,0,1,1,1,1,1,1
Re:,0,0,0,0,0,0,0,0,1,1,1
Re: [opensuse] ATI fglrx driver problems,1,0,0,1,0,1,1,0,1,1,1
Re: [opensuse] sed - howto strip from character to end of line? - Important,0,0,0,0,0,0,0,0,0,1,0
rolex watches,0,0,0,1,0,0,0,1,1,0,1
Re: [perl #57486] [patch] Fix stat / lstat test failure on Cygwin,0,0,0,0,1,0,1,1,1,1,1
Re: [Python-3000] [Python-Dev] Code freeze?,0,0,0,1,0,1,0,1,1,1,1
RE: Week 15,0,0,0,0,0,0,0,0,1,1,0
Direct message from SpamExperts via web - Action needed,0,0,1,0,0,0,0,0,1,1,1
Re: [R] Warning when using survey:::svyglm,0,0,0,1,0,0,0,0,1,1,1
"US Health Licensed shop, 24h Shipping, NO RX required",0,0,0,0,1,0,0,0,0,1,1
Re: [SM-DEVEL] Need a patch for saving sent messages problem,0,0,0,0,0,0,0,1,1,1,1
[perl #47305] Problem with nested sub's ,1,0,1,0,1,0,0,1,1,1,1
Click here and order replica watches from best brands   ,0,0,1,0,0,0,0,1,1,1,1
[UAI] Professorship in Informatics,0,0,0,0,0,0,0,0,1,1,1
See which wrist watches are most popular,0,0,0,0,0,0,0,0,1,1,0
"World of products for your health, 85% cut",0,0,0,0,0,0,0,0,1,1,0
Please re-submit your payment information. - Please verify,0,0,0,0,0,0,0,0,1,1,1
"The life needs to be lived in the pleasure and the it will be more, the better xr lyqqw a",0,0,1,0,0,0,0,0,1,1,1
Home Trends Restoration Sale - 3 days only!,0,0,0,0,0,0,0,0,1,1,0
From Marcelino Quinn,1,0,1,0,0,0,0,0,0,1,1
Purchase medications with CanadianPharmacy and enjoy our low prices. - Please verify,0,0,0,1,0,0,1,1,1,1,1
Extended courier service delivers everything you order at our chemists.,0,0,0,0,0,1,0,0,1,1,0
RE: [E-voting] Swiss Votes to Use 'Unbreakable' Code,0,0,0,0,0,0,0,0,1,1,0
[PATCH] Update File::Fetch to 0.13_02,1,0,1,1,0,0,0,1,1,1,1
Re: [opensuse] efax-gtk revisited,0,0,0,0,0,0,0,0,0,1,0
Control your male power,0,1,0,0,0,1,1,0,1,1,1
controls not showing.,0,0,0,0,0,0,0,0,1,1,0
New revolutionary products to help men,1,0,0,1,0,1,0,0,0,1,1
Re:,0,0,0,1,0,0,0,1,1,1,1
"Re: [Python-Dev] Capsule Summary of Some	Packaging/Deployment	Technology Concerns",0,1,1,1,0,1,0,0,1,1,1
important,0,0,0,1,0,0,1,0,0,1,1
From Forest Mckinnon - Action needed,1,1,1,0,0,1,0,1,1,1,1
Just some helpful information about PowerEnlarge.,0,0,0,0,0,0,0,0,1,1,0
Re: [perl #47181] Try OO semantics before throwing fatal error,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] [Python-Dev] Python source code on Bazaar vcs,0,0,0,0,0,0,0,0,1,1,0
Perfected RX Reductions,0,0,1,1,0,0,0,1,1,1,1
CoS seminar,0,0,1,0,0,1,1,0,1,1,1
CNN.com Daily Top 10,1,1,0,0,0,0,0,0,1,1,1
Re: [Python-Dev] PEP 8: Discourage named lambdas?,0,0,0,0,1,0,0,0,1,1,1
50 ways to meet your lover_darlarose,0,0,0,0,0,0,0,0,1,1,0
 Issue 24 **********************************************",1,0,1,0,0,0,0,0,1,1,1
0ver 3OO $tyles of Replica //atches,0,0,0,1,0,0,0,0,0,1,1
From Dee Welsh,0,0,1,0,0,0,0,0,1,1,0
Engaging Pill Purchases,0,1,0,0,0,0,0,0,1,1,1
"Summer is on the way, do not forget of all requred-tabs.",0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,0,0,0,0,0,0,0,0,1,1,0
"Try, it is pleasant to you",0,0,0,0,0,0,0,0,1,1,0
Startling Brietling watches at Replica Classics   ,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,1,0,1,1,0
"
Dear 978124fc959df318c267b1142a075c23

Summer is a right time to take a week off at work and think about your health & personal life.

And we are glad to help you with it.

 From now on till 1st of  October you can use our limited offer.

Check our site for more details.

traditionstreet.com

6 Aug 2008 06:49:27


",0,1,1,1,1,0,1,0,1,1,1
Angelina Jolie's Free Video.,0,0,0,0,0,0,0,0,1,1,0
There is no cheaper source of original and perfectly working software.,0,1,1,0,0,1,0,1,1,1,1
RE: [ILUG] Advice on Anti-Spam Strategy/Blocking Software,0,0,0,0,0,0,0,0,1,1,0
123,1,0,0,0,0,1,1,0,1,1,1
Best durward offer,0,0,0,0,1,1,0,0,1,1,1
"Re: status=bounced, unknown user weirdness",0,0,0,0,0,0,0,0,1,1,0
[Bug 5827] Failing rule "WHOIS_REGISTERFLY",1,0,1,0,0,1,0,0,0,1,1
Generate the best love results here,0,0,0,0,0,0,0,0,1,1,0
"Much bigger, than you used to have it!",1,0,0,0,0,1,0,0,1,1,1
Re: Viewer help,0,0,0,0,0,0,0,0,1,1,0
Impress others with your style,0,1,0,0,0,0,0,1,1,1,1
Service alert: spamassassin.zones.apache.org/BBMASS is OK,0,0,0,0,0,0,0,0,0,1,0
Try and convince - you can be better y msdtwn esqc,0,0,0,0,0,0,0,0,1,1,0
Re: [python-win32] Creating python com objects,0,1,0,0,0,0,1,0,1,1,1
Top models choose this for slimming.,0,0,0,0,0,0,0,0,1,1,0
New revolutionary products to help men,0,0,1,0,1,0,0,0,1,1,1
"[FoRK] Re: Zen habits, life hacks",0,0,1,1,1,0,1,1,1,1,1
patch for perl-5.9.5 for EBCDIC platform,0,0,0,0,0,0,0,0,1,1,0
Get the Finest Rolex Watch Replica !   ,0,0,0,0,0,0,1,0,1,1,1
is ROLEX under 199 $ good for you? ,0,0,1,1,0,1,1,1,1,1,1
[UAI] Special Session - Advances in Processing Temporal Data,0,0,0,1,1,1,0,0,1,1,1
Extended courier service delivers everything you order at our chemists.,0,0,0,0,0,0,0,0,1,1,0
Click here to purchase high-quality replica watch ,0,0,0,0,0,0,0,0,1,1,0
porno Kick-up for 3ba41b46565285f845a2e1e6bb49544d ,0,0,0,0,0,0,0,0,1,1,0
Your order in processing,0,1,0,1,0,0,0,0,1,1,1
Re: [PATCH] New failing test for RT#45667 (m/[#]/x treated inconsistently),0,0,0,0,0,0,0,0,1,1,0
"[Py2exe-users] Using SHBrowseFolder from win32com(ext) in a py2exe	generated executable?",0,0,0,0,0,1,0,0,1,1,0
Flawless Health Joy,1,0,1,0,0,0,1,1,1,1,1
hello from antonia,0,0,0,0,0,0,0,0,1,1,1
Highly secure 256bit order processing - Important,0,0,0,0,0,0,0,0,1,1,0
Cheapest software prices!,0,0,0,0,0,0,0,0,0,1,0
gepzd Online Exclusive! 3-Day Sale Ends Friday,0,0,0,1,0,0,0,0,1,1,1
Illustrious names in watch industry,0,0,0,0,0,0,0,0,1,1,0
One Year written replica watches warranty,0,0,0,0,0,0,0,0,1,1,0
Was sind Gen Produkte? ,1,0,0,1,1,1,0,1,1,1,1
Re: accepting mail for ""@domain.com,0,0,0,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,1,0,0,0,1,1,1
From Rickey Case,1,0,0,1,0,1,1,0,1,1,1
Pure Hoodia Weight Loss,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,1
[Linux Mag Weekly] Developing Web 2.0 Apps with the Google Web Toolkit,0,1,1,0,0,0,0,0,1,1,0
Psychologist endorsed products for men - Important,0,0,0,0,0,0,0,0,0,1,1
Basic cunninglingus tips,0,0,0,1,1,1,1,0,1,1,1
InternetPricesForOurCustomersHealth,0,1,1,0,0,0,0,0,1,1,1
The size has huge value! tr dia jrmnc,1,0,0,0,0,0,0,1,1,1,1
For men with low libidos - Urgent,0,0,1,1,1,0,0,0,1,1,1
"This Week: NCAA® March Madness®, Pulp Secret, Hercules Against the Moon Men and more...",0,0,0,0,1,0,1,1,1,1,1
RE: [ydn-delicious] "your bookmarks" vs "your favorites",0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Dict literal bytecode,0,0,0,0,1,0,1,0,1,1,1
CNN Alerts: My Custom Alert,0,1,0,1,0,0,0,0,1,1,1
Re: ,0,0,0,0,1,0,0,1,1,1,1
"Be not afraid to vary and change the life, after all all becomes to the best hzfbsz okhyjl qifdx",0,0,0,0,0,0,0,0,1,1,0
Announce: Ubuntu OpenWeek Python Packaging Session,0,0,0,0,1,0,1,0,1,1,1
She will belong to you if you take blue pilules.,0,0,0,0,0,0,0,0,1,1,1
[UAI] CfP PAKM2006 - Practical Aspects of Knowledge Management,0,0,0,0,0,0,0,1,1,1,0
ScienceNOW Daily Email Alert,0,0,0,1,1,0,1,0,0,1,1
Re: [Python-Dev] PyArg_ParseTuple and Py_BuildValue question,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Introducing test coverage stats,0,0,0,0,0,1,1,0,1,1,1
Peole and health. New magasine,0,0,0,0,0,0,0,1,1,1,1
"Re: [Email-SIG] Patch: Improve recognition of attachment file name,	with encodings",1,0,0,1,0,0,0,0,1,1,1
CanadianHealthUSlicensed,0,1,0,0,0,0,0,0,1,1,1
Re: [R] Invoking R from application,0,0,0,0,0,0,0,0,1,1,0
Re:,0,0,0,0,0,0,0,0,1,1,0
quiescent bonaparte gesticulate abduct talkative,0,0,0,0,0,0,0,0,1,1,0
Re: [UAI] Building a classifier,1,0,1,0,0,1,0,0,1,1,1
route one incoming mail to several smtp servers,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,1,1,0,0,0,1,1,1
Omega replica watch Same quality at lower price   ,0,0,0,1,0,0,1,0,1,1,1
V bietet Ihnen eine diskrete Alternative.,0,0,0,0,0,1,0,0,1,1,1
Re: [Python-Dev] Decimal(unicode),0,0,0,0,0,1,0,0,1,1,0
Re: Mail attachements truncated - again - Please verify,0,0,0,0,0,0,0,0,1,1,1
From Ferdinand Gates,0,0,0,0,0,0,1,0,1,1,0
CNN Alerts: My Custom Alert - Important,0,1,0,0,1,0,1,0,1,1,1
bayonne ri heckle milieu physik,0,0,0,0,0,1,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re: sa-learn "not" learning?,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Your intimate life helper.,1,1,0,1,0,0,0,0,1,1,1
Re: [ILUG] Nfs fine tuning,0,0,0,0,0,0,0,0,1,1,0
Love package at a low prices,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Removal of os.path.walk,0,0,0,0,0,1,0,0,0,1,1
Make her climax again and again!,0,1,0,0,0,0,0,0,1,1,0
Re: [ILUG] OLPC & "third world"  [was: Asus Eee PC ],0,0,0,0,0,0,0,0,1,1,0
[PownceAPI] Notes' ID,0,0,0,0,0,0,0,1,1,1,1
Re: [opensuse] Intel 3945 Wireless Problem opensuse 10.3 - RESOLVED!,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Pretty-printing 2to3 Nodes,0,0,0,1,0,0,0,0,1,1,0
Closed men's power,0,1,0,0,0,1,1,1,1,1,1
